station,yyyy,mm,af,rain,sun,tmax,tmin
leuchars,1990,8,0,39.2,166.0,20.9,11.1
leuchars,1990,9,0,45.1,134.5,16.1,7.4
leuchars,1990,10,1,117.7,90.1,13.2,7.3
leuchars,1990,11,7,44.6,73.7,8.9,2.8
leuchars,1990,12,13,48.0,48.0,6.8,0.6
leuchars,1991,1,18,77.8,65.8,5.3,1.6
leuchars,1991,2,18,72.4,69.3,5.5,0.6
leuchars,1991,3,8,65.0,85.5,10.0,2.0
leuchars,1991,4,5,20.9,194.2,11.0,3.5
leuchars,1991,5,0,19.2,176.4,15.1,6.4
leuchars,1991,6,0,94.7,164.4,15.2,7.0
leuchars,1991,7,0,63.1,168.8,18.8,12.0
leuchars,1991,8,0,22.5,202.1,20.6,10.9
leuchars,1991,9,0,41.9,169.1,17.1,7.6
leuchars,1991,10,0,54.0,90.1,12.4,6.2
leuchars,1991,11,9,38.5,63.2,9.2,2.1
leuchars,1991,12,13,39.3,45.9,7.3,0.4
leuchars,1992,1,21,43.7,76.7,7.0,0.7
leuchars,1992,2,11,27.0,78.3,8.6,1.0
leuchars,1992,3,7,91.4,100.6,9.9,2.6
leuchars,1992,4,3,41.6,129.3,11.6,3.6
leuchars,1992,5,2,39.1,232.3,14.7,6.7
leuchars,1992,6,0,32.1,197.9,18.6,9.9
leuchars,1992,7,0,57.1,195.2,19.1,9.9
leuchars,1992,8,0,105.9,173.0,17.9,8.8
leuchars,1992,9,0,105.3,112.5,14.8,8.2
leuchars,1992,10,8,33.0,102.7,10.5,2.4
leuchars,1992,11,11,69.7,88.7,9.2,1.1
leuchars,1992,12,15,52.6,51.6,5.6,0.3
leuchars,1993,1,9,167.2,50.7,7.6,0.7
leuchars,1993,2,5,3.8,51.2,9.1,2.8
leuchars,1993,3,9,26.3,125.6,9.7,1.8
leuchars,1993,4,2,101.7,109.9,10.8,4.2
leuchars,1993,5,0,87.7,144.3,12.8,5.7
leuchars,1993,6,0,41.8,159.3,16.9,8.3
leuchars,1993,7,0,57.2,220.6,18.5,9.5
leuchars,1993,8,0,40.2,165.3,17.9,9.0
leuchars,1993,9,0,56.9,120.7,15.0,7.1
leuchars,1993,10,8,109.4,130.2,10.9,4.2
leuchars,1993,11,18,57.4,52.8,6.7,0.2
leuchars,1993,12,16,74.0,50.2,5.6,0.4
leuchars,1994,1,16,61.9,72.2,6.4,0.2
leuchars,1994,2,12,96.8,60.1,4.9,0.6
leuchars,1994,3,6,45.2,150.4,9.5,1.8
leuchars,1994,4,4,41.0,162.3,10.9,2.6
leuchars,1994,5,1,14.8,235.2,12.3,4.4
leuchars,1994,6,0,32.4,245.1,18.5,8.8
leuchars,1994,7,0,19.0,181.8,19.3,10.8
leuchars,1994,8,0,31.0,173.6,18.5,9.5
leuchars,1994,9,0,21.8,135.4,15.8,7.7
leuchars,1994,10,2,39.0,106.5,12.9,5.2
leuchars,1994,11,2,63.4,73.0,11.6,5.3
leuchars,1994,12,10,49.4,67.8,7.6,1.5
leuchars,1995,1,18,62.4,68.2,6.3,0.9
leuchars,1995,2,10,78.6,108.5,7.7,0.8
leuchars,1995,3,14,28.1,154.8,8.4,0.4
leuchars,1995,4,6,31.0,185.3,12.1,3.4
leuchars,1995,5,5,49.4,208.8,14.7,5.2
leuchars,1995,6,0,33.4,246.5,17.3,8.3
leuchars,1995,7,0,21.0,212.2,20.2,11.2
leuchars,1995,8,0,11.2,240.6,21.3,11.3
leuchars,1995,9,0,136.6,132.1,16.3,8.8
leuchars,1995,10,0,94.4,115.3,15.2,8.0
leuchars,1995,11,6,83.2,60.4,10.1,3.8
leuchars,1995,12,13,53.5,53.2,4.8,0.7
leuchars,1996,1,3,42.8,14.3,6.3,3.3
leuchars,1996,2,16,36.0,100.2,6.0,0.4
leuchars,1996,3,8,60.8,61.4,6.4,1.0
leuchars,1996,4,1,69.0,121.4,11.1,4.3
leuchars,1996,5,3,35.6,191.2,12.0,4.2
leuchars,1996,6,0,21.0,237.1,18.3,8.5
leuchars,1996,7,0,37.6,208.9,19.9,10.2
leuchars,1996,8,0,32.8,196.6,20.0,11.0
leuchars,1996,9,0,18.4,158.9,16.7,9.4
leuchars,1996,10,0,89.6,103.5,14.1,7.2
leuchars,1996,11,16,92.6,105.5,7.3,0.9
leuchars,1996,12,14,69.8,41.4,5.5,0.4
leuchars,1997,1,15,21.3,41.9,5.8,0.1
leuchars,1997,2,8,72.2,98.9,8.6,1.7
leuchars,1997,3,4,27.2,149.6,11.5,3.2
leuchars,1997,4,4,4.2,146.2,13.2,4.3
leuchars,1997,5,2,87.2,186.5,13.6,5.9
leuchars,1997,6,0,81.4,165.5,16.0,8.7
leuchars,1997,7,0,48.6,195.9,19.4,11.3
leuchars,1997,8,0,24.2,173.5,20.5,12.4
leuchars,1997,9,0,32.2,181.1,17.0,8.2
leuchars,1997,10,4,29.8,141.2,13.7,5.2
leuchars,1997,11,0,90.6,43.1,10.2,5.5
leuchars,1997,12,7,115.4,34.2,7.8,2.6
leuchars,1998,1,13,78.0,51.4,7.1,0.9
leuchars,1998,2,4,9.2,67.8,10.7,5.0
leuchars,1998,3,9,53.2,112.7,10.7,2.6
leuchars,1998,4,6,86.5,122.7,9.7,3.2
leuchars,1998,5,1,46.4,153.7,14.5,6.2
leuchars,1998,6,0,63.2,177.8,16.3,8.6
leuchars,1998,7,0,91.8,139.0,18.3,10.3
leuchars,1998,8,0,46.7,165.9,18.3,10.5
leuchars,1998,9,0,60.4,110.7,16.4,10.2
leuchars,1998,10,3,108.6,140.1,11.8,5.3
leuchars,1998,11,11,57.0,79.4,8.6,1.5
leuchars,1998,12,12,36.7,57.6,8.1,1.2
leuchars,1999,1,9,78.0,61.6,6.6,1.3
leuchars,1999,2,12,28.0,134.3,7.5,0.8
leuchars,1999,3,6,24.0,125.5,10.1,2.4
leuchars,1999,4,4,46.2,155.5,11.6,4.2
leuchars,1999,5,0,56.6,191.9,13.8,7.0
leuchars,1999,6,0,63.4,186.2,16.7,8.6
leuchars,1999,7,0,34.4,186.9,19.2,11.0
leuchars,1999,8,0,21.0,163.9,17.9,9.9
leuchars,1999,9,0,76.8,132.9,18.7,10.4
leuchars,1999,10,0,41.6,105.1,13.7,7.0
leuchars,1999,11,4,46.8,80.2,10.6,3.6
leuchars,1999,12,17,86.8,77.3,6.0,0.2
leuchars,2000,1,10,24.2,96.7,8.4,1.5
leuchars,2000,2,8,30.0,95.3,8.4,1.6
leuchars,2000,3,7,33.8,126.6,11.1,3.6
leuchars,2000,4,5,85.0,142.8,10.7,3.3
leuchars,2000,5,0,75.0,228.2,14.0,5.9
leuchars,2000,6,0,57.6,181.8,16.1,8.4
leuchars,2000,7,0,16.0,165.0,17.7,10.2
leuchars,2000,8,0,55.2,169.5,19.8,10.9
leuchars,2000,9,0,126.2,124.2,16.5,9.6
leuchars,2000,10,1,81.6,120.8,13.2,5.3
leuchars,2000,11,5,95.8,97.3,9.0,2.5
leuchars,2000,12,10,107.2,51.3,6.7,1.9
leuchars,2001,1,18,34.3,69.8,5.4,1.0
leuchars,2001,2,14,88.8,99.7,6.5,0.5
leuchars,2001,3,12,56.1,120.5,7.2,0.3
leuchars,2001,4,5,43.2,159.8,10.6,3.0
leuchars,2001,5,0,14.5,245.5,15.6,6.3
leuchars,2001,6,0,63.0,201.5,16.7,8.4
leuchars,2001,7,0,43.6,149.7,18.9,11.0
leuchars,2001,8,0,89.2,147.6,19.0,10.6
leuchars,2001,9,0,36.8,121.2,16.1,8.3
leuchars,2001,10,0,100.0,94.7,15.1,9.4
leuchars,2001,11,6,26.2,79.5,10.4,3.3
leuchars,2001,12,18,34.2,64.4,6.3,0.1
leuchars,2002,1,8,97.6,50.1,7.8,1.0
leuchars,2002,2,5,78.0,80.5,8.4,1.6
leuchars,2002,3,6,48.1,123.6,10.0,2.6
leuchars,2002,4,4,28.6,151.0,11.7,4.0
leuchars,2002,5,1,42.9,176.1,14.7,7.0
leuchars,2002,6,0,73.4,166.2,17.2,9.8
leuchars,2002,7,0,145.8,145.9,18.1,10.3
leuchars,2002,8,0,88.2,148.9,19.1,12.1
leuchars,2002,9,0,21.8,125.4,17.0,9.5
leuchars,2002,10,3,169.6,90.9,11.6,5.0
leuchars,2002,11,3,106.6,65.8,9.9,3.9
leuchars,2002,12,5,89.4,20.2,7.0,3.7
leuchars,2003,1,13,58.7,66.5,6.8,1.4
leuchars,2003,2,13,15.0,102.7,6.8,0.1
leuchars,2003,3,9,25.4,160.0,10.9,2.4
leuchars,2003,4,2,38.8,199.6,12.3,4.2
leuchars,2003,5,0,66.8,183.4,15.0,7.2
leuchars,2003,6,0,43.0,226.5,18.6,10.0
leuchars,2003,7,0,47.4,173.5,20.5,12.4
leuchars,2003,8,0,12.0,201.8,19.6,11.2
leuchars,2003,9,0,42.6,151.6,18.2,8.8
leuchars,2003,10,2,23.2,140.2,12.6,4.7
leuchars,2003,11,5,63.4,93.5,11.1,3.2
leuchars,2003,12,10,60.0,57.1,7.5,0.8
leuchars,2004,1,9,61.3,57.8,7.1,1.5
leuchars,2004,2,13,18.8,119.7,8.3,1.0
leuchars,2004,3,4,33.4,130.2,10.3,1.9
leuchars,2004,4,2,57.6,107.9,12.7,5.3
leuchars,2004,5,0,31.4,210.4,15.7,6.6
leuchars,2004,6,0,91.2,185.6,18.4,10.2
leuchars,2004,7,0,19.0,164.9,18.9,9.6
leuchars,2004,8,0,215.6,134.5,18.6,12.0
leuchars,2004,9,0,59.5,154.0,16.9,9.4
leuchars,2004,10,0,181.3,95.1,12.6,6.4
leuchars,2004,11,5,42.3,82.1,10.3,3.6
leuchars,2004,12,12,19.8,76.2,8.3,1.4
leuchars,2005,1,7,70.5,73.8,8.9,1.8
leuchars,2005,2,9,47.9,96.8,7.5,1.0
leuchars,2005,3,6,50.0,112.5,9.7,3.5
leuchars,2005,4,2,73.0,170.1,11.4,4.2
leuchars,2005,5,2,72.0,220.6,14.0,5.3
leuchars,2005,6,0,64.2,174.3,18.2,10.2
leuchars,2005,7,0,22.6,217.6,20.1,11.1
leuchars,2005,8,0,34.8,184.4,20.0,10.0
leuchars,2005,9,0,23.2,113.0,18.1,9.4
leuchars,2005,10,0,130.8,52.1,14.0,8.3
leuchars,2005,11,8,55.0,89.3,9.1,2.4
leuchars,2005,12,10,62.6,50.0,7.3,1.3
leuchars,2006,1,7,18.6,40.5,6.9,1.4
leuchars,2006,2,10,25.8,61.2,7.0,1.2
leuchars,2006,3,13,95.5,75.4,6.8,1.0
leuchars,2006,4,6,5.2,204.8,12.0,2.4
leuchars,2006,5,1,57.2,217.4,14.4,5.4
leuchars,2006,6,0,34.8,192.8,19.0,9.8
leuchars,2006,7,0,22.5,203.3,21.9,11.9
leuchars,2006,8,0,45.2,158.0,19.7,10.8
leuchars,2006,9,0,89.6,129.5,18.6,10.9
leuchars,2006,10,0,103.6,76.8,14.7,7.7
leuchars,2006,11,2,71.2,92.9,10.4,3.5
leuchars,2006,12,9,49.8,66.8,7.5,1.9
leuchars,2007,1,8,67.6,73.3,8.8,2.1
leuchars,2007,2,11,68.4,75.6,8.3,1.7
leuchars,2007,3,5,29.4,136.2,9.9,2.8
leuchars,2007,4,1,10.2,191.3,14.7,5.6
leuchars,2007,5,0,57.2,187.9,14.1,6.4
leuchars,2007,6,0,134.7,67.0,14.8,9.9
leuchars,2007,7,0,119.8,147.9,18.4,10.3
leuchars,2007,8,0,78.6,165.3,18.3,10.3
leuchars,2007,9,0,21.0,150.3,17.0,8.4
leuchars,2007,10,2,20.6,123.0,14.7,6.1
leuchars,2007,11,3,66.2,69.8,10.3,4.2
leuchars,2007,12,16,30.8,42.1,7.0,0.3
leuchars,2008,1,7,147.0,48.8,7.5,1.6
leuchars,2008,2,10,24.2,92.6,8.9,1.2
leuchars,2008,3,8,40.8,142.1,9.0,1.4
leuchars,2008,4,2,68.6,161.9,10.4,3.7
leuchars,2008,5,0,18.6,188.6,14.0,7.3
leuchars,2008,6,0,57.8,170.9,17.7,8.5
leuchars,2008,7,0,105.6,109.8,18.5,11.7
leuchars,2008,8,0,165.5,94.9,18.3,11.7
leuchars,2008,9,0,45.8,93.7,16.1,9.4
leuchars,2008,10,2,43.8,126.5,12.2,4.5
leuchars,2008,11,10,29.5,99.5,8.9,2.1
leuchars,2008,12,13,58.0,49.6,6.5,0.2
leuchars,2009,1,16,52.2,67.6,6.0,0.3
leuchars,2009,2,10,34.4,65.9,7.4,1.2
leuchars,2009,3,6,28.8,162.5,10.5,2.4
leuchars,2009,4,0,29.0,127.2,12.6,4.9
leuchars,2009,5,1,55.4,222.7,14.9,5.9
leuchars,2009,6,0,45.2,157.7,16.2,9.1
leuchars,2009,7,0,100.2,180.9,19.5,11.0
leuchars,2009,8,0,82.4,168.1,19.4,11.2
leuchars,2009,9,0,89.6,135.6,17.1,9.7
leuchars,2009,10,0,65.4,89.8,13.7,7.0
leuchars,2009,11,5,139.8,78.1,9.8,3.0
leuchars,2009,12,22,68.9,38.9,4.9,2.5
leuchars,2010,1,14,53.4,59.5,4.5,0.8
leuchars,2010,2,18,54.7,81.7,5.1,1.5
leuchars,2010,3,6,62.6,108.5,9.5,1.7
leuchars,2010,4,3,28.8,161.4,12.5,3.9
leuchars,2010,5,3,59.2,204.7,14.4,5.0
leuchars,2010,6,0,20.8,187.9,18.8,9.6
leuchars,2010,7,0,124.2,160.3,19.6,11.2
leuchars,2010,8,0,44.6,153.4,18.7,9.9
leuchars,2010,9,0,114.2,142.1,16.5,9.3
leuchars,2010,10,2,57.6,100.3,12.8,6.1
leuchars,2010,11,11,106.0,76.6,7.5,1.4
leuchars,2010,12,26,18.8,73.8,2.3,4.1
leuchars,2011,1,15,51.0,53.0,5.8,0.4
leuchars,2011,2,5,85.6,49.3,7.8,1.4
leuchars,2011,3,9,66.0,124.5,10.0,2.2
leuchars,2011,4,1,8.0,200.3,14.5,5.4
leuchars,2011,5,1,87.2,202.7,15.1,6.1
leuchars,2011,6,0,73.8,155.3,16.9,8.6
leuchars,2011,7,0,104.6,168.7,18.0,10.2
leuchars,2011,8,0,154.4,113.1,17.5,10.1
leuchars,2011,9,0,60.4,130.1,17.4,9.6
leuchars,2011,10,0,65.0,76.0,13.9,8.2
leuchars,2011,11,0,46.6,67.4,12.0,5.6
leuchars,2011,12,11,51.2,55.3,7.1,0.8
leuchars,2012,1,14,26.2,79.7,7.4,0.4
leuchars,2012,2,9,18.8,91.0,8.7,2.3
leuchars,2012,3,4,10.4,177.0,13.3,3.7
leuchars,2012,4,7,98.4,103.0,10.1,2.7
leuchars,2012,5,1,66.2,206.1,12.5,5.3
leuchars,2012,6,0,135.2,115.9,14.5,8.6
leuchars,2012,7,0,124.4,102.4,17.1,10.3
leuchars,2012,8,0,86.0,130.6,18.6,11.3
leuchars,2012,9,1,46.0,154.8,16.2,8.0
leuchars,2012,10,5,107.8,107.8,11.1,3.8
leuchars,2012,11,10,44.6,82.4,9.0,1.5
leuchars,2012,12,11,132.0,50.2,6.6,1.0
leuchars,2013,1,8,79.2,36.7,6.2,1.8
leuchars,2013,2,12,26.8,88.7,6.8,0.1
leuchars,2013,3,17,48.6,84.9,5.4,0.6
leuchars,2013,4,4,30.4,177.2,10.6,2.8
leuchars,2013,5,0,67.2,163.1,14.6,5.9
leuchars,2013,6,0,28.0,156.2,17.3,8.8
leuchars,2013,7,0,62.2,198.6,21.4,12.4
leuchars,2013,8,0,19.4,128.3,20.0,10.9
leuchars,2013,9,0,35.6,120.4,16.6,8.9
leuchars,2013,10,0,117.4,64.3,13.7,7.8
leuchars,2013,11,16,21.0,114.6,8.6,0.5
leuchars,2013,12,4,93.4,42.2,8.8,2.6
leuchars,2014,1,9,97.0,40.8,7.2,1.8
leuchars,2014,2,4,77.6,69.5,8.0,2.4
leuchars,2014,3,7,36.2,128.6,10.3,3.3
leuchars,2014,4,4,55.4,136.4,12.2,5.5
leuchars,2014,5,1,42.5,123.1,14.9,7.6
leuchars,2014,6,0,62.4,129.1,18.4,10.5
leuchars,2014,7,0,43.0,208.3,20.9,11.1
leuchars,2014,8,0,112.8,157.8,18.1,9.6
leuchars,2014,9,0,17.0,101.0,17.6,10.1
leuchars,2014,10,0,123.2,80.4,14.2,7.5
leuchars,2014,11,2,99.6,43.2,10.5,4.5
leuchars,2014,12,11,43.8,68.8,6.9,0.2
leuchars,2015,1,12,42.9,70.0,6.6,0.3
leuchars,2015,2,12,26.4,117.1,7.8,0.5
leuchars,2015,3,9,37.0,132.0,9.7,2.1
leuchars,2015,4,4,25.0,234.1,13.3,2.7
leuchars,2015,5,2,78.2,188.8,14.0,5.0
leuchars,2015,6,0,36.4,151.2,17.3,8.2
leuchars,2015,7,0,112.2,129.5,18.0,10.3
leuchars,2015,8,0,53.2,184.3,19.1,10.3
leuchars,2015,9,0,38.2,139.2,16.3,8.0
leuchars,2015,10,0,48.2,96.9,13.8,5.8
leuchars,2015,11,2,108.0,51.0,9.8,4.0
leuchars,2015,12,5,120.8,29.8,9.9,3.5
leuchars,2016,1,15,157.6,29.8,6.8,1.3
leuchars,2016,2,15,35.4,90.3,7.0,0.3
leuchars,2016,3,10,23.6,111.3,9.7,1.9
leuchars,2016,4,4,83.0,143.1,10.2,2.6
leuchars,2016,5,1,19.0,196.8,14.6,7.0
leuchars,2016,6,0,89.8,140.7,16.0,9.1
leuchars,2016,7,0,57.2,166.0,19.6,10.7
leuchars,2016,8,0,32.0,158.1,19.2,10.9
leuchars,2016,9,0,40.0,113.8,18.8,10.6
leuchars,2016,10,1,51.2,94.6,13.5,6.1
leuchars,2016,11,10,34.6,95.8,8.0,0.6
leuchars,2016,12,5,44.6,29.3,9.6,2.9
leuchars,2017,1,13,22.8,73.5,7.1,0.4
leuchars,2017,2,4,60.0,70.2,8.6,2.1
leuchars,2017,3,10,42.6,133.5,11.0,2.3
leuchars,2017,4,3,6.2,197.5,13.2,3.8
leuchars,2017,5,0,39.6,212.6,16.3,7.0
leuchars,2017,6,0,148.4,129.9,17.9,10.7
leuchars,2017,7,0,50.2,164.8,18.3,11.0
leuchars,2017,8,0,72.4,165.1,18.9,10.2
leuchars,2017,9,0,63.8,115.8,16.4,9.1
leuchars,2017,10,1,41.4,81.2,15.0,7.9
leuchars,2017,11,10,37.8,90.4,8.5,1.7
leuchars,2017,12,16,30.4,57.7,6.9,0.4
leuchars,2018,1,13,66.0,60.1,6.0,0.3
leuchars,2018,2,16,34.6,94.9,6.0,0.7
leuchars,2018,3,13,104.3,88.5,6.8,0.7
leuchars,2018,4,3,48.4,168.7,11.5,3.6
leuchars,2018,5,1,24.6,242.1,16.6,6.9
leuchars,2018,6,0,30.8,207.0,17.7,9.4
leuchars,2018,7,0,41.0,227.5,21.7,12.4
leuchars,2018,8,0,57.6,145.8,19.4,10.6
leuchars,2018,9,0,36.8,140.4,16.5,8.4
leuchars,2018,10,3,49.4,103.6,13.8,5.8
leuchars,2018,11,0,85.2,48.1,10.6,5.1
leuchars,2018,12,11,71.6,59.6,8.0,1.3
leuchars,2019,1,19,9.8,77.1,6.7,0.2
leuchars,2019,2,9,22.8,84.0,10.2,1.3
leuchars,2019,3,6,74.6,145.6,10.4,3.3
leuchars,2019,4,2,27.6,184.7,11.6,5.0
leuchars,2019,5,1,77.2,163.3,14.0,6.0
leuchars,2019,6,0,66.4,183.8,16.8,9.1
leuchars,2019,7,0,69.2,157.6,20.6,12.3
leuchars,2019,8,0,131.0,165.2,19.4,11.6
leuchars,2019,9,0,48.6,138.6,16.8,9.2
leuchars,2019,10,1,74.2,103.3,12.2,5.2
leuchars,2019,11,10,128.0,52.0,7.8,2.5
leuchars,2019,12,9,44.8,49.5,8.1,1.9
leuchars,2020,1,6,34.2,59.2,8.8,2.9
leuchars,2020,2,10,121.6,99.0,7.8,1.0
leuchars,2020,3,7,20.4,132.9,9.7,2.1
leuchars,2020,4,4,7.4,189.0,12.1,3.4
leuchars,2020,5,1,18.2,240.7,16.9,6.5
leuchars,2020,6,0,64.6,108.3,17.0,10.2
lowestoft,1914,1,,52.0,,5.2,0.7
lowestoft,1914,2,,28.0,,9.2,3.5
lowestoft,1914,3,,,,,
lowestoft,1914,4,,18.0,,12.9,5.3
lowestoft,1914,5,,38.0,,13.7,7.2
lowestoft,1914,6,,38.0,,16.2,10.4
lowestoft,1914,7,,53.0,,19.8,13.0
lowestoft,1914,8,,17.0,,20.3,13.7
lowestoft,1914,9,,29.0,,17.7,11.4
lowestoft,1914,10,,45.0,,14.1,9.1
lowestoft,1914,11,,80.0,,9.9,5.0
lowestoft,1914,12,,141.0,,8.2,3.3
lowestoft,1915,1,,75.0,,6.3,2.3
lowestoft,1915,2,,64.0,,7.3,2.3
lowestoft,1915,3,,43.0,,8.3,2.3
lowestoft,1915,4,,25.0,,10.4,4.1
lowestoft,1915,5,,50.0,,12.4,6.9
lowestoft,1915,6,,39.0,,16.2,10.3
lowestoft,1915,7,,123.0,,19.0,12.0
lowestoft,1915,8,,29.0,,18.9,12.3
lowestoft,1915,9,,62.0,,17.7,11.7
lowestoft,1915,10,,67.0,,12.9,8.4
lowestoft,1915,11,,69.0,,7.9,2.6
lowestoft,1915,12,,91.0,,8.2,3.5
lowestoft,1916,1,,36.0,,9.4,4.3
lowestoft,1916,2,,92.0,,6.9,1.3
lowestoft,1916,3,,69.0,,6.5,1.7
lowestoft,1916,4,,45.0,,11.0,4.6
lowestoft,1916,5,,38.0,,14.4,8.5
lowestoft,1916,6,,88.0,,14.8,8.6
lowestoft,1916,7,,20.0,,17.3,11.5
lowestoft,1916,8,,75.0,,19.0,12.7
lowestoft,1916,9,,31.0,,16.2,10.6
lowestoft,1916,10,,,,,
lowestoft,1916,11,,,,,
lowestoft,1916,12,,75.0,,6.3,1.3
lowestoft,1917,1,,52.0,,4.2,0.6
lowestoft,1917,2,,19.0,,3.8,0.8
lowestoft,1917,3,,51.0,,5.7,0.2
lowestoft,1917,4,,67.0,,7.8,1.4
lowestoft,1917,5,,,,,
lowestoft,1917,6,,,,,
lowestoft,1917,7,,,,,
lowestoft,1917,8,,,,,
lowestoft,1917,9,,,,,
lowestoft,1917,10,,,,,
lowestoft,1917,11,,,,,
lowestoft,1917,12,,,,,
lowestoft,1919,1,,,,,
lowestoft,1919,2,,,,,
lowestoft,1919,3,,,,,
lowestoft,1919,4,,,,,
lowestoft,1919,5,,,,,
lowestoft,1919,6,,,,,
lowestoft,1919,7,,,,,
lowestoft,1919,8,,,,,
lowestoft,1919,9,,,,,
lowestoft,1919,10,,,,,
lowestoft,1919,11,,,,,
lowestoft,1919,12,,80.0,,7.4,2.3
lowestoft,1920,1,,52.0,,7.8,2.3
lowestoft,1920,2,,9.0,,8.9,3.7
lowestoft,1920,3,,22.0,,10.6,3.9
lowestoft,1920,4,,,,,
lowestoft,1920,5,,,,,
lowestoft,1920,6,,,,,
lowestoft,1920,7,,,,,
lowestoft,1920,8,,,,,
lowestoft,1920,9,,,,,
lowestoft,1920,10,,,,,
lowestoft,1920,11,,,,,
lowestoft,1920,12,,,,,
lowestoft,1921,1,,,,,
lowestoft,1921,2,,,,,
lowestoft,1921,3,,20.0,163.0,11.3,4.0
lowestoft,1921,4,,,225.0,,
lowestoft,1921,5,,25.0,269.0,14.2,8.1
lowestoft,1921,6,,15.0,194.0,16.2,10.6
lowestoft,1921,7,,11.0,275.0,20.7,13.6
lowestoft,1921,8,,47.0,207.0,20.6,13.4
lowestoft,1921,9,,36.0,176.0,19.1,11.7
lowestoft,1921,10,,25.0,145.0,17.1,10.2
lowestoft,1921,11,,70.0,84.0,8.2,3.2
lowestoft,1921,12,,48.0,43.0,8.9,3.8
lowestoft,1922,1,,113.0,34.0,5.0,1.3
lowestoft,1922,2,,53.0,104.0,6.9,1.9
lowestoft,1922,3,,44.0,108.0,7.2,2.6
lowestoft,1922,4,,58.0,195.0,8.9,2.9
lowestoft,1922,5,,20.0,289.0,16.3,8.2
lowestoft,1922,6,,39.0,242.0,17.0,10.4
lowestoft,1922,7,,89.0,162.0,17.4,11.3
lowestoft,1922,8,,27.0,181.0,18.0,10.9
lowestoft,1922,9,,63.0,178.0,16.0,10.2
lowestoft,1922,10,,36.0,138.0,12.4,7.9
lowestoft,1922,11,,47.0,68.0,8.3,3.4
lowestoft,1922,12,,45.0,48.0,7.5,3.7
lowestoft,1923,1,,40.0,72.1,7.1,2.3
lowestoft,1923,2,,85.0,62.8,7.4,3.8
lowestoft,1923,3,,30.0,132.6,8.6,4.2
lowestoft,1923,4,,23.0,164.7,10.3,5.3
lowestoft,1923,5,,35.0,158.7,13.4,6.6
lowestoft,1923,6,,19.0,147.8,15.2,8.3
lowestoft,1923,7,,33.0,218.4,21.1,14.1
lowestoft,1923,8,,77.0,251.1,20.1,12.1
lowestoft,1923,9,,30.0,195.4,17.4,9.2
lowestoft,1923,10,,82.0,88.3,13.4,7.0
lowestoft,1923,11,,79.0,108.0,6.9,1.8
lowestoft,1923,12,,81.0,47.3,4.8,0.9
lowestoft,1924,1,,47.0,63.2,5.4,2.0
lowestoft,1924,2,,40.0,54.9,4.6,0.7
lowestoft,1924,3,,11.0,186.8,6.9,1.1
lowestoft,1924,4,,51.0,145.8,10.1,3.8
lowestoft,1924,5,,87.0,189.6,14.8,8.2
lowestoft,1924,6,,51.0,194.2,17.3,10.9
lowestoft,1924,7,,65.0,236.4,19.6,12.3
lowestoft,1924,8,,70.0,190.6,18.9,11.4
lowestoft,1924,9,,65.0,127.4,17.4,11.7
lowestoft,1924,10,,101.0,116.4,14.2,9.3
lowestoft,1924,11,,36.0,50.6,9.6,5.8
lowestoft,1924,12,,59.0,54.0,8.1,4.5
lowestoft,1925,1,,22.0,59.5,7.7,3.2
lowestoft,1925,2,,50.0,92.4,8.4,2.6
lowestoft,1925,3,,41.0,104.8,7.3,2.1
lowestoft,1925,4,,56.0,155.6,10.9,4.6
lowestoft,1925,5,,51.0,261.4,15.3,8.8
lowestoft,1925,6,,17.0,242.3,16.7,10.6
lowestoft,1925,7,,55.0,241.4,19.8,13.3
lowestoft,1925,8,,52.0,175.7,19.9,13.1
lowestoft,1925,9,,69.0,133.0,15.3,9.1
lowestoft,1925,10,,46.0,115.7,14.1,8.2
lowestoft,1925,11,,112.0,90.5,7.8,3.8
lowestoft,1925,12,,56.0,74.6,5.4,1.2
lowestoft,1926,1,,59.0,60.8,6.5,1.4
lowestoft,1926,2,,46.0,49.5,8.8,4.3
lowestoft,1926,3,,7.0,147.3,9.5,3.6
lowestoft,1926,4,,68.0,136.4,12.0,6.2
lowestoft,1926,5,,33.0,242.3,13.1,7.2
lowestoft,1926,6,,86.0,183.8,16.7,10.2
lowestoft,1926,7,,51.0,219.5,18.8,13.0
lowestoft,1926,8,,37.0,222.6,20.4,13.4
lowestoft,1926,9,,20.0,140.2,19.0,11.9
lowestoft,1926,10,,62.0,123.0,12.4,6.5
lowestoft,1926,11,,72.0,39.0,9.6,5.2
lowestoft,1926,12,,18.0,64.1,6.6,2.1
lowestoft,1927,1,,37.0,64.6,7.0,1.6
lowestoft,1927,2,,49.0,72.4,7.1,1.6
lowestoft,1927,3,,43.0,144.3,10.5,4.5
lowestoft,1927,4,,40.0,171.4,12.6,5.0
lowestoft,1927,5,,15.0,205.7,13.5,6.9
lowestoft,1927,6,,93.0,175.3,16.1,9.4
lowestoft,1927,7,,53.0,167.5,18.5,12.5
lowestoft,1927,8,,81.0,211.5,19.8,13.3
lowestoft,1927,9,,123.0,127.3,16.8,10.4
lowestoft,1927,10,,54.0,119.9,14.0,8.0
lowestoft,1927,11,,102.0,54.7,9.2,3.9
lowestoft,1927,12,,63.0,30.5,4.4,1.6
lowestoft,1928,1,,75.0,61.7,7.8,1.9
lowestoft,1928,2,,26.0,103.4,8.4,2.7
