                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                     7   21.4  11.1   0.0   41.5  208.1   20.0  51.006000 -2.641000   355100E 123200N
                     8   18.8  11.3   0.0   76.1  166.6   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.5  10.0   0.0   21.3  134.1   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.8   7.0   2.0   31.7   94.2   20.0  51.006000 -2.641000   355100E 123200N
                     11   8.4   1.2  11.0   39.5   83.7   20.0  51.006000 -2.641000   355100E 123200N
                     12  10.3   4.5   4.0  129.1   40.2   20.0  51.006000 -2.641000   355100E 123200N
                1986 1    8.0   1.3  11.0   98.6   51.3   20.0  51.006000 -2.641000   355100E 123200N
                     2    2.5   3.3  24.0    2.1   76.0   20.0  51.006000 -2.641000   355100E 123200N
                     3    9.8   1.5   7.0   50.3  110.7   20.0  51.006000 -2.641000   355100E 123200N
                     4   10.2   1.6   9.0   73.6  144.6   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.1   6.7   0.0   81.1  180.3   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.5  10.0   0.0   34.7  217.8   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.7  11.4   0.0   42.4  200.2   20.0  51.006000 -2.641000   355100E 123200N
                     8   18.1  10.2   0.0   92.6  151.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   16.2   6.5   0.0   33.5  150.8   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.9   7.4   1.0   60.8  102.6   20.0  51.006000 -2.641000   355100E 123200N
                     11  12.3   4.3   1.0   84.5   73.7   20.0  51.006000 -2.641000   355100E 123200N
                     12  10.4   3.0  11.0  111.3   55.3   20.0  51.006000 -2.641000   355100E 123200N
                1987 1    4.0   1.9  19.0   12.7   65.7   20.0  51.006000 -2.641000   355100E 123200N
                     2    7.9   0.3  12.0   55.1   63.5   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.8   1.3  13.0   57.2  114.6   20.0  51.006000 -2.641000   355100E 123200N
                     4   15.1   5.2   2.0   63.7  185.0   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.8   5.9   0.0   28.9  207.2   20.0  51.006000 -2.641000   355100E 123200N
                     6   17.4   9.2   0.0   67.2  140.4   20.0  51.006000 -2.641000   355100E 123200N
                     7   21.2  11.6   0.0   32.5  202.5   20.0  51.006000 -2.641000   355100E 123200N
                     8   21.3  11.0   0.0   29.4  198.9   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.6  10.1   0.0   42.7  123.8   20.0  51.006000 -2.641000   355100E 123200N
                     10  14.5   6.0   4.0  133.3  105.6   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.5   3.9   4.0   60.1   62.6   20.0  51.006000 -2.641000   355100E 123200N
                     12   8.8   3.1   8.0   37.1   38.0   20.0  51.006000 -2.641000   355100E 123200N
                1988 1    9.2   2.8   6.0  107.7   54.2   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.0   0.5  13.0   56.0  114.2   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.4   3.6   5.0   69.0   96.5   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.3   3.5   6.0   22.2  167.8   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.4   7.1   0.0   38.3  219.6   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.0  10.3   0.0   31.9  168.6   20.0  51.006000 -2.641000   355100E 123200N
                     7   18.3  11.2   0.0  132.7  144.2   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.6  10.8   0.0   64.8  170.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.7  10.2   0.0   25.4  156.4   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.0   7.9   1.0   77.6  106.7   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.3   0.9  19.0   24.8   89.5   20.0  51.006000 -2.641000   355100E 123200N
                     12  10.7   4.5   4.0   17.5   34.7   20.0  51.006000 -2.641000   355100E 123200N
                1989 1    9.9   2.8   8.0   38.0   59.1   20.0  51.006000 -2.641000   355100E 123200N
                     2   10.4   2.7   9.0   78.5   98.7   20.0  51.006000 -2.641000   355100E 123200N
                     3   12.0   4.4   3.0   58.7   98.1   20.0  51.006000 -2.641000   355100E 123200N
                     4   11.1   2.4   7.0   60.9  154.2   20.0  51.006000 -2.641000   355100E 123200N
                     5   19.9   8.5   0.0   25.2  245.4   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.8   9.4   0.0   22.3  213.4   20.0  51.006000 -2.641000   355100E 123200N
                     7   24.4  13.2   0.0   73.7  266.2   20.0  51.006000 -2.641000   355100E 123200N
                     8   22.4  11.4   0.0   40.5  264.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.7  10.9   0.0   52.7  124.3   20.0  51.006000 -2.641000   355100E 123200N
                     10  16.2   8.5   0.0   75.6   88.4   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.8   3.3   8.0   48.0   73.3   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.1   2.5   5.0  166.1   34.6   20.0  51.006000 -2.641000   355100E 123200N
                1990 1   10.7   4.3   4.0  103.9   52.0   20.0  51.006000 -2.641000   355100E 123200N
                     2   11.5   5.4   0.0  133.0   95.1   20.0  51.006000 -2.641000   355100E 123200N
                     3   12.6   4.5   4.0   25.6  150.3   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.7   3.0   5.0   30.5  229.2   20.0  51.006000 -2.641000   355100E 123200N
                     5   19.5   7.1   0.0    5.7  273.6   20.0  51.006000 -2.641000   355100E 123200N
                     6   17.9  10.0   0.0   49.3  115.7   20.0  51.006000 -2.641000   355100E 123200N
                     7   23.8  12.2   0.0   22.1  268.6   20.0  51.006000 -2.641000   355100E 123200N
                     8   23.7  12.0   0.0   46.8  191.8   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.7   8.4   0.0   49.4  183.5   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.9   9.5   0.0   43.0   98.3   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.7   4.0   9.0   41.7   59.0   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.8   1.0  14.0   63.3   40.7   20.0  51.006000 -2.641000   355100E 123200N
                1991 1    7.2   0.8  12.0   86.0   74.4   20.0  51.006000 -2.641000   355100E 123200N
                     2    5.4   3.0  20.0   31.1   65.3   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.9   4.3   6.0   58.0   89.2   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.0   4.0   4.0   80.8  125.9   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.8   7.2   0.0   12.3  129.4   20.0  51.006000 -2.641000   355100E 123200N
                     6   16.4   8.7   0.0   98.1  119.6   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.8  12.7   0.0   77.4  159.7   20.0  51.006000 -2.641000   355100E 123200N
                     8   22.2  12.4   0.0   37.7  213.4   20.0  51.006000 -2.641000   355100E 123200N
                     9   20.3  10.4   0.0   69.2  181.7   20.0  51.006000 -2.641000   355100E 123200N
                     10  13.8   6.9   1.0   71.2   72.7   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.6   3.4   6.0   47.3   59.1   20.0  51.006000 -2.641000   355100E 123200N
                     12   8.4   1.8  10.0   23.1   43.5   20.0  51.006000 -2.641000   355100E 123200N
                1992 1    6.6   0.7  16.0   31.8   46.2   20.0  51.006000 -2.641000   355100E 123200N
                     2    9.4   1.5   9.0   24.6   51.0   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.3   4.2   2.0   46.7   78.7   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.7   4.7   3.0   48.8  128.8   20.0  51.006000 -2.641000   355100E 123200N
                     5   19.2   8.4   0.0   11.5  246.9   20.0  51.006000 -2.641000   355100E 123200N
                     6   21.6  10.1   0.0   92.5  230.7   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.8  12.7   0.0   54.7  149.2   20.0  51.006000 -2.641000   355100E 123200N
                     8   19.8  11.9   0.0  106.1  126.3   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.5  10.7   0.0  104.7  105.9   20.0  51.006000 -2.641000   355100E 123200N
                     10  12.1   3.9   6.0   39.0   97.5   20.0  51.006000 -2.641000   355100E 123200N
                     11  12.4   4.3   4.0   92.0   47.2   20.0  51.006000 -2.641000   355100E 123200N
                     12   7.5   1.5  12.0   69.7   41.2   20.0  51.006000 -2.641000   355100E 123200N
                1993 1   10.4   3.5   5.0  103.1   29.3   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.0   2.6   6.0    3.9   56.1   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.8   2.8   9.0   33.4  118.7   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.8   5.9   3.0   64.1   97.0   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.7   7.8   0.0   48.2  163.5   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.6  10.5   0.0   67.7  174.5   20.0  51.006000 -2.641000   355100E 123200N
                     7   20.2  11.8   0.0   62.6  183.9   20.0  51.006000 -2.641000   355100E 123200N
                     8   20.1  10.4   0.0   20.1  213.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.0   8.8   0.0  105.0  120.3   20.0  51.006000 -2.641000   355100E 123200N
                     10  12.5   4.6   5.0  100.6  114.2   20.0  51.006000 -2.641000   355100E 123200N
                     11   9.1   1.8   7.0   39.2   59.7   20.0  51.006000 -2.641000   355100E 123200N
                     12   9.8   3.3   7.0  117.9   37.4   20.0  51.006000 -2.641000   355100E 123200N
                1994 1    9.4   2.5  11.0   99.8   64.2   20.0  51.006000 -2.641000   355100E 123200N
                     2    8.0   0.6  13.0   81.1   74.6   20.0  51.006000 -2.641000   355100E 123200N
                     3   11.9   5.2   1.0   52.0  104.9   20.0  51.006000 -2.641000   355100E 123200N
                     4   12.3   4.2   3.0   47.8  153.1   20.0  51.006000 -2.641000   355100E 123200N
                     5   15.3   7.4   0.0   71.7  132.5   20.0  51.006000 -2.641000   355100E 123200N
                     6   19.8   9.7   0.0   18.9  235.2   20.0  51.006000 -2.641000   355100E 123200N
                     7   23.4  12.9   0.0   38.9  229.2   20.0  51.006000 -2.641000   355100E 123200N
                     8   21.0  12.5   0.0   73.6  183.3   20.0  51.006000 -2.641000   355100E 123200N
                     9   17.4   9.6   0.0   87.6  103.9   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.2   6.2   2.0   71.3  142.4   20.0  51.006000 -2.641000   355100E 123200N
                     11  13.6   8.5   0.0   84.1   24.2   20.0  51.006000 -2.641000   355100E 123200N
                     12  10.8   3.5   7.0   92.9   52.5   20.0  51.006000 -2.641000   355100E 123200N
                1995 1    9.4   2.1   7.0  132.3   46.0   20.0  51.006000 -2.641000   355100E 123200N
                     2   10.7   4.0   3.0   71.4   52.2   20.0  51.006000 -2.641000   355100E 123200N
                     3   10.2   1.5  13.0   39.9  157.6   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.5   4.3   3.0   30.8  148.5   20.0  51.006000 -2.641000   355100E 123200N
                     5   16.8   6.0   2.0   41.7  254.3   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.0   9.3   0.0   10.8  237.3   20.0  51.006000 -2.641000   355100E 123200N
                     7   24.2  13.2   0.0   16.0  196.1   20.0  51.006000 -2.641000   355100E 123200N
                     8   26.9  13.1   0.0   17.4  292.2   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.0   9.6   0.0   98.6  129.9   20.0  51.006000 -2.641000   355100E 123200N
                     10  17.3   9.9   0.0   51.8  117.5   20.0  51.006000 -2.641000   355100E 123200N
                     11  11.9   3.7   7.0   91.6   72.0   20.0  51.006000 -2.641000   355100E 123200N
                     12   5.9   0.4  13.0   72.2   46.5   20.0  51.006000 -2.641000   355100E 123200N
                1996 1    7.7   3.5   4.0   54.6   24.0   20.0  51.006000 -2.641000   355100E 123200N
                     2    6.7   0.6  19.0   69.0   83.8   20.0  51.006000 -2.641000   355100E 123200N
                     3    8.8   1.6   9.0   53.9   69.0   20.0  51.006000 -2.641000   355100E 123200N
                     4   13.0   4.4   5.0   45.0  138.3   20.0  51.006000 -2.641000   355100E 123200N
                     5   14.0   4.9   4.0   41.6  174.4   20.0  51.006000 -2.641000   355100E 123200N
                     6   20.0   8.7   0.0   34.8  254.6   20.0  51.006000 -2.641000   355100E 123200N
                     7   22.4  11.4   0.0   17.2  235.6   20.0  51.006000 -2.641000   355100E 123200N
                     8   22.0  11.3   0.0   56.0  228.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   18.8   9.1   0.0   18.6  156.0   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.7   8.9   0.0   50.4  105.0   20.0  51.006000 -2.641000   355100E 123200N
                     11  10.5   2.4  12.0  106.0   80.1   20.0  51.006000 -2.641000   355100E 123200N
                     12   5.9   0.3  13.0   14.4   40.1   20.0  51.006000 -2.641000   355100E 123200N
                1997 1    5.6   0.8  18.0    8.6   40.8   20.0  51.006000 -2.641000   355100E 123200N
                     2   10.6   3.7   5.0   74.4   57.0   20.0  51.006000 -2.641000   355100E 123200N
                     3   12.6   4.0   4.0   31.5  110.3   20.0  51.006000 -2.641000   355100E 123200N
                     4   14.8   2.5   9.0   19.4  202.1   20.0  51.006000 -2.641000   355100E 123200N
                     5   17.2   6.5   1.0   55.6  233.0   20.0  51.006000 -2.641000   355100E 123200N
                     6   18.8  10.9   0.0   71.4  112.7   20.0  51.006000 -2.641000   355100E 123200N
                     7   22.1  10.8   0.0   30.3  236.1   20.0  51.006000 -2.641000   355100E 123200N
                     8   23.4  14.8   0.0  151.0  141.0   20.0  51.006000 -2.641000   355100E 123200N
                     9   19.2   9.2   0.0   18.8  156.9   20.0  51.006000 -2.641000   355100E 123200N
                     10  15.7   6.7   7.0   48.8  121.1   20.0  51.006000 -2.641000   355100E 123200N
